"Authors","Article Title","Source Title","Publication Year","DOI","Document Type","Institution Address","Institution","Country"
"Holmes, Neil A.; Innocent, Tabitha M.; Heine, Daniel; Al Bassam, Mahmoud; Worsley, Sarah F.; Trottmann, Felix; Patrick, Elaine H.; Yu, Douglas W.; Murrell, J. C.; Schiott, Morten; Wilkinson, Barrie; Boomsma, Jacobus J.; Hutchings, Matthew I.","Genome Analysis of Two Pseudonocardia Phylotypes Associated with Acromyrmex Leafcutter Ants Reveals Their Biosynthetic Potential","FRONTIERS IN MICROBIOLOGY","2016.0","10.3389/fmicb.2016.02073","Article","UEA, Sch Biol Sci, Norwich, Norfolk, EnglandUniv Copenhagen, Ctr Social Evolut, Copenhagen, DenmarkJohn Innes Ctr, Dept Mol Microbiol, Norwich, Norfolk, EnglandKunming Inst Zool, State Key Lab Genet Resources & Evolut, Kunming, Peoples R ChinaUEA, Sch Environm Sci, Norwich, Norfolk, England",NA,"Other"
"de Azevedo, Bianca Oliveira; de Oliveira, Lenaldo Muniz; Lucchese, Angelica Maria; da Silva, Daniel de Jesus; da Silva Ledo, Carlos Alberto; do Nascimento, Marilza Neves","Growth and essential oil production by Martianthus leucocephalus grown under the edaphoclimatic conditions of Feira de Santana, Bahia, Brazil","CIENCIA RURAL","2016.0","10.1590/0103-8478cr20150149","Article","Univ Estadual Feira de Santana UEFS, Programa Posgrad Recursos Genet Vegetais PPGRGV, BR-44036900 Feira De Santana, BA, BrazilUniv Estadual Feira de Santana UEFS, Dept Ciencias Biol, BR-44036900 Feira De Santana, BA, BrazilUniv Estadual Feira de Santana UEFS, Dept Ciencias Exatas, BR-44036900 Feira De Santana, BA, BrazilEMBRAPA, CNPMF, Cruz Das Almas, BA, Brazil",NA,"Brazil"
"Casaes Nunes, Raquel Soares; de Souza, Camilla Pires; Pereira, Karen Signori; Del Aguila, Eduardo Mere; Flosi Paschoalin, Vania Margaret","Identification and molecular phylogeny of coagulase-negative staphylococci isolates from Minas Frescal cheese in southeastern Brazil: Superantigenic toxin production and antibiotic resistance","JOURNAL OF DAIRY SCIENCE","2016.0","10.3168/jds.2015-9693","Article","Univ Fed Rio de Janeiro, Inst Quim, Av Athos da Silveira Ramos 149,Cidade Univ, BR-21949909 Rio De Janeiro, RJ, BrazilUniv Fed Rio de Janeiro, Escola Quim, Av Athos da Silveira Ramos 149,Cidade Univ, BR-21949909 Rio De Janeiro, RJ, Brazil",NA,"Brazil"
"Mendez Alvarez, Nelson; Angulo Ortiz, Alberto; Contreras Martinez, Orfa","In vitro antibacterial activity of Curcuma longa (Zingiberaceae) against nosocomial bacteria in Monteria, Colombia","REVISTA DE BIOLOGIA TROPICAL","2016.0",NA,"Article","Univ Cordoba, Grp Quim Prod Nat, Cra 6 76-103, Monteria, Colombia","Univ Cordoba","Colombia"
"Bamberg, J. B.; Martin, M. W.; Abad, J.; Jenderek, M. M.; Tanner, J.; Donnelly, D. J.; Nassar, A. M. K.; Veilleux, R. E.; Novy, R. G.","In vitro technology at the US Potato Genebank","IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-PLANT","2016.0","10.1007/s11627-016-9753-x","Review","US Potato Genebank, 4312 Hwy 42, Sturgeon Bay, WI 54235 USAUSDA APHIS PPQ FO Plant Germplasm Quarantine Prog, Beltsville, MD 20705 USAUSDA ARS, Natl Ctr Genet Resources Preservat, 1111 Mason St, Ft Collins, CO 80521 USAMcGill Univ, Dept Plant Sci, 21,111 Lakeshore Rd, Ste Anne De Bellevue, PQ H9X 3V9, CanadaDamanhour Univ, Dept Plant Protect, Fac Agr, Damanhour 22516, Albeheira, EgyptVirginia Tech, Dept Hort, Blacksburg, VA 24061 USAUSDA ARS, Small Grains & Potato Germplasm Res Unit, Aberdeen, ID 83210 USA","US Potato GenebankUSDA APHIS PPQ FO Plant Germplasm Quarantine Prog","USA"
"Haubert, L.; Mendonca, M.; Lopes, G. V.; de Itapema Cardoso, M. R.; da Silva, W. P.","Listeria monocytogenes isolates from food and food environment harbouring tetM and ermB resistance genes","LETTERS IN APPLIED MICROBIOLOGY","2016.0","10.1111/lam.12516","Article","Univ Fed Pelotas UFPel, Dept Ciencia & Tecnol Agroind, Campus Univ,Capao do Leao,RS,Caixa Postal 354, BR-96160000 Pelotas, RS, BrazilUniv Fed Pelotas UFPel, Ctr Desenvolvimento Tecnol, Nucleo Biotecnol, Campus Univ,Capao do Leao,RS,Caixa Postal 354, BR-96160000 Pelotas, RS, BrazilUniv Fed Rio Grande Sul UFRGS, Dept Med Vet Prevent, Porto Alegre, RS, Brazil",NA,"Brazil"
"Fontana, Cecilia; Bassi'b, Daniela; Lopez, Constanza; Pisacane, Vincenza; Claudia Otero, Maria; Puglisi, Edoardo; Rebecchi, Annalisa; Cocconcelli, Pier Sandro; Vignolo, Graciela","Microbial ecology involved in the ripening of naturally fermented llama meat sausages. A focus on lactobacilli diversity","INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY","2016.0","10.1016/j.ijfoodmicro.2016.07.002","Article","Inst Nacl Tecnol Agr INTA EEA, Ruta Prov 301 Km 32, Famailla, Tucuman, ArgentinaUniv Cattolica Sacro Cuore, Ctr Ric Biotecnol, Ist Microbiol, Via Milano 24, I-26100 Cremona, ItalyConsejo Nacl Invest Cient & Tecn, Ctr Referencia Lactobacilos CERELA, RA-145 Chacabuco, Tucuman, ArgentinaUNT, Fac Bioquim Quim & Farm, Inst Biol Dr Francisco D Barbieri, Inst Super Invest Biol INSIBIO,CONICET UNT, Chacabuco 461,T4000ILI, San Miguel De Tucuman, Tucuman, Argentina",NA,"Argentina"
"Ziech, Rosangela Estel; Lampugnani, Camila; Perin, Ana Paula; Sereno, Mallu Jagnow; Pilegi Sfaciotte, Ricardo Antonio; Viana, Cibeli; Soares, Vanessa Mendonca; de Almeida Nogueira Pinto, Jose Paes; Bersot, Luciano dos Santos","Multidrug resistance and ESBL-producing Salmonella spp. isolated from broiler processing plants","BRAZILIAN JOURNAL OF MICROBIOLOGY","2016.0","10.1016/j.bjm.2015.11.021","Article","Univ Fed Parana UFPR, Programa Posgrad Ciencia Anim, Rua Pioneiro 2153, BR-85950000 Palotina, PR, BrazilUniv Fed Parana UFPR, Rua Pioneiro 2153, BR-85950000 Palotina, PR, BrazilUniv Estadual Paulista Julio Mesquita Filho UNESP, Fac Med Vet & Zootecnia Botucatu, Dist Rubiao Jr S-N, BR-18618000 Botucatu, SP, Brazil",NA,"Brazil"
"Targino Lopes Magalhaes, Mary Joyce; Pontes, Gemilson; Serra, Paula Takita; Balieiro, Antonio; Castro, Diogo; Pieri, Fabio Alessandro; Crainey, James Lee; Nogueira, Paulo Afonso; Orlandi, Patricia Puccinelli","Multidrug resistant Pseudomonas aeruginosa survey in a stream receiving effluents from ineffective wastewater hospital plants","BMC MICROBIOLOGY","2016.0","10.1186/s12866-016-0798-0","Article","ILMD, Programa Posgrad Soc & Endemias Amazonia, 476 Teresina St, BR-69057070 Manaus, Amazonas, BrazilINPA, 2936 Andre Araujo Av, BR-69060001 Manaus, Amazonas, BrazilFIOCRUZ AMAZONIA, Inst Pesquisa Leonidas & Maria Deane, 476 Teresina St, BR-69057070 Manaus, Amazonas, BrazilUniv Fed Juiz de Fora, Dept Basico Area Saude, Campus Governador Valadares,Rua Israel Pinheiro, Governador Valadares, MG, Brazil","ILMD","Brazil"
"Davis, Rochell; Brown, Paul D.","Multiple antibiotic resistance index, fitness and virulence potential in respiratory Pseudomonas aeruginosa from Jamaica","JOURNAL OF MEDICAL MICROBIOLOGY","2016.0","10.1099/jmm.0.000229","Article","Univ W Indies, Dept Basic Med Sci, Kingston 7, Jamaica",NA,"Other"
"Karygianni, Lamprini; Al-Ahmad, Ali; Argyropoulou, Aikaterini; Hellwig, Elmar; Anderson, Annette C.; Skaltsounis, Alexios L.","Natural Antimicrobials and Oral Microorganisms: A Systematic Review on Herbal Interventions for the Eradication of Multispecies Oral Biofilms","FRONTIERS IN MICROBIOLOGY","2016.0","10.3389/fmicb.2015.01529","Article","Univ Freiburg, Ctr Dent Med, Dept Operat Dent & Periodontol, D-79106 Freiburg, GermanyNatl & Kapodistrian Univ Athens, Fac Pharm, Dept Pharmacognosy & Nat Prod Chem, Athens 11528, Greece",NA,"Other"
"Rozas, Oscar; Vidal, Cristiane; Baeza, Carolina; Jardim, Wilson F.; Rossner, Alfred; Mansilla, Hector D.","Organic micropollutants (OMPs) in natural waters: Oxidation by UV/H2O2 treatment and toxicity assessment","WATER RESEARCH","2016.0","10.1016/j.watres.2016.03.069","Article","Univ Concepcion, Fac Ciencias Ambientales, Concepcion, ChileUniv Concepcion, Fac Ciencias Quim, Concepcion, ChileUniv Estadual Campinas, Inst Quim, Campinas, SP, BrazilUniv Concepcion, Ctr Biotecnol, Concepcion, Chile",NA,"Brazil"
"Araujo, Adriano Cressoni; Guiguer, Elen Landgraf; Barbalho, Sandra Maria; Bueno, Patricia C. S.; Lopes, Juliana Agostinho; da Silva, Bruna Ferreira; Girotto, Leticia Cabrini; de Paula, Marina Guirro; Zeber, Paulo Vitor; Goulart, Ricardo de Alvares","Phytochemical Characteristics of Seeds and Its Effects on the Intestinal Motility and Toxicity of Joannesia princeps","JOURNAL OF MEDICINAL FOOD","2016.0","10.1089/jmf.2015.0071","Article","Univ Marilia, Sch Med, Dept Biochem & Pharmacol, BR-15525902 Marilia, SP, BrazilFac Food Technol Marilia, Dept Biochem & Nutr, Marilia, SP, BrazilUniv Marilia, Hosp Marilia, Dept Gastroenterol, BR-15525902 Marilia, SP, Brazil","Fac Food Technol Marilia","Brazil"
"Chinsembu, Kazhila C.","Plants and other natural products used in the management of oral infections and improvement of oral health","ACTA TROPICA","2016.0","10.1016/j.actatropica.2015.10.019","Review","Univ Namibia, Fac Sci, Dept Biol Sci, Private Bag 13301, Windhoek, Namibia",NA,"Other"
"Pinheiro Ferreira, Paulo Michel; Bezerra, Daniel Pereira; Silva, Jurandy do Nascimento; da Costa, Marcilia Pinheiro; de Oliveira Ferreira, Jose Roberto; Nunes Alencar, Nylane Maria; Tavares de Figueiredo, Ingrid Samantha; Cavalheiro, Alberto Jose; Longo Machado, Camila Maria; Chammas, Roger; Negreiros Nunes Alves, Ana Paula; de Moraes, Manoel Odorico; Pessoa, Claudia","Preclinical anticancer effectiveness of a fraction from Casearia sylvestris and its component Casearin X: in vivo and ex vivo methods and microscopy examinations","JOURNAL OF ETHNOPHARMACOLOGY","2016.0","10.1016/j.jep.2016.04.011","Article","Univ Fed Piaui, Dept Physiol & Biophys, Expt Cancerol Lab, Teresina, BrazilUniv Fed Piaui, Postgrad Program Pharmaceut Sci, Teresina, BrazilUniv Fed Piaui, Postgrad Program Biotechnol, Teresina, BrazilFundacao Oswaldo Cruz, Salvador, BA, BrazilUniv Fed Piaui, Dept Pharm, Teresina, BrazilUniv Fed Ceara, Fac Med, Dept Physiol & Pharmacol, Fortaleza, Ceara, BrazilState Univ Sao Paulo, Inst Chem, Araraquara, BrazilState Univ Sao Paulo, Ctr Med Nucl, Radioisotopes Res Lab, Sao Paulo, BrazilState Univ Sao Paulo, Fac Med, Dept Radiol, Sao Paulo, BrazilUniv Fed Ceara, Dept Clin Odontol, Fortaleza, Ceara, BrazilFundacao Oswaldo Cruz, Fortaleza, Ceara, Brazil",NA,"Brazil"
"Basri, D. F.; Hamid, N. A.; Ishak, S. F.; Ghazali, A. R.","Pterostilbene Reduced Post-antibiotic Effect Time of Linezolid against Methicillin-resistant Staphylococcus aureus","INDIAN JOURNAL OF PHARMACEUTICAL SCIENCES","2016.0","10.4172/pharmaceutical-sciences.1000179","Article","Univ Kebangsaan Malaysia, Sch Diagnost & Appl Hlth Sci, Fac Hlth Sci, Jalan Raja Muda Abdul Aziz, Kuala Lumpur 50300, Malaysia",NA,"Other"
"Barneche, Stephanie; Jorcin, Gabriela; Cecchetto, Gianna; Pia Cerdeiras, Maria; Vazquez, Alvaro; Albores, Silvana","Screening for Antimicrobial Activity of Wood Rotting Higher Basidiomycetes Mushrooms from Uruguay against Phytopathogens","INTERNATIONAL JOURNAL OF MEDICINAL MUSHROOMS","2016.0","10.1615/IntJMedMushrooms.v18.i3.90","Article","Univ Republica, Fac Quim, Dept Quim Organ, Lab Farmacognosia, Montevideo, UruguayUniv Republica, Fac Quim, Dept Biociencias, Microbiol Lab, Montevideo, UruguayUniv Republica, Fac Quim, Fac Ciencias, Lab Microbiol,Inst Quim Biol, Montevideo, Uruguay",NA,"Other"
"Tulini, Fabricio L.; Hymery, Nolwenn; Haertle, Thomas; Le Blay, Gwenaelle; De Martinis, Elaine C. P.","Screening for antimicrobial and proteolytic activities of lactic acid bacteria isolated from cow, buffalo and goat milk and cheeses marketed in the southeast region of Brazil","JOURNAL OF DAIRY RESEARCH","2016.0","10.1017/S0022029915000606","Article","Univ Sao Paulo Ribeirao Preto, Fac Ciencias Farmaceut Ribeirao Preto, Sao Paulo, BrazilUniv Brest, Lab Univ Biodiversite & Ecol Microbienne, SFR ScInBioS, EA3882,ESIAB, Technopole Brest Iroise, F-29280 Plouzane, FranceBIA FIPL Nantes, Inst Natl Rech Agron INRA Angers Nantes, Nantes, FranceUniv Brest, UMR UBO, CNRS, Lab Microbiol Environm Extremes,IFREMER 6197,IUEM, Technopole Brest Iroise, F-29280 Plouzane, France",NA,"Brazil"
"Barbosa, Alan F.; de Carvalho, Mario G.; Smith, Robert E.; Sabaa-Srur, Armando U. O.","Spilanthol: occurrence, extraction, chemistry and biological activities","REVISTA BRASILEIRA DE FARMACOGNOSIA-BRAZILIAN JOURNAL OF PHARMACOGNOSY","2016.0","10.1016/j.bjp.2015.07.024","Review","Univ Fed Rural Rio de Janeiro, Inst Ciencias Exatas, Dept Quim, Seropedica, RJ, BrazilPark Univ, Parkville, MO USAUniv Fed Rio de Janeiro, Ctr Ciencias Saude, Curso Nutr, Rio De Janeiro, RJ, Brazil","Park Univ","Brazil"
"Fiordalisi, Samira A. L.; Honorato, Luciana A.; Loiko, Marcia R.; Avancini, Cesar A. M.; Veleirinho, Maria B. R.; Machado Filho, Luiz C. P.; Kuhnen, Shirley","The effects of Brazilian propolis on etiological agents of mastitis and the viability of bovine mammary gland explants","JOURNAL OF DAIRY SCIENCE","2016.0","10.3168/jds.2015-9777","Article","Univ Fed Santa Catarina, BR-88034001 Florianopolis, SC, BrazilDesiderio Finamor Vet Res Inst, BR-92990000 Eldorado Do Sul, RS, BrazilUniv Fed Rio Grande do Sul, BR-91540000 Porto Alegre, RS, BrazilUniv Fed Santa Catarina, Ctr Biol Sci, BR-88034001 Florianopolis, SC, BrazilUniv Fed Santa Catarina, Agr Sci Ctr, Dept Anim Sci, BR-88034001 Florianopolis, SC, Brazil","Desiderio Finamor Vet Res Inst","Brazil"
"Goransson, Ulf; Malik, Sohaib; Slazak, Blazej","Cyclotides in the Violaceae","PLANT CYCLOTIDES","2015.0","10.1016/bs.abr.2015.09.001","Review; Book Chapter","Uppsala Univ, Biomed Ctr, Dept Med Chem, Div Pharmacognosy, Uppsala, SwedenPolish Acad Sci, Wladyslaw Szafer Inst Bot, Krakow, Poland",NA,"Other"
"Santana, Dandara Braga; da Costa, Raphaella Correia; Araujo, Repata Mendonca; de Paula, Jose Elias; Silveira, Edilberto Rocha; Braz-Filho, Raimundo; Espindola, Laila Salmen","Activity of Fabaceae species extracts against fungi and Leishmania: vatacarpan as a novel potent anti-Candida agent","REVISTA BRASILEIRA DE FARMACOGNOSIA-BRAZILIAN JOURNAL OF PHARMACOGNOSY","2015.0","10.1016/j.bjp.2015.07.012","Article","Univ Brasilia, Fac Ciencias Saude, Lab Farmacognosia, Brasilia, DF, BrazilUniv Fed Rio Grande do Norte, Inst Quim, BR-59072970 Natal, RN, BrazilUniv Fed Ceara, Dept Quim Organ, Fortaleza, Ceara, BrazilUniv Estadual Norte Fluminense, Lab Ciencias Quim, Campos Dos Goytacazes, RJ, BrazilUniv Fed Rural Rio de Janeiro, Dept Quim, Seropedica, RJ, Brazil",NA,"Brazil"
"Zanuzzo, Fabio S.; Zaiden, Sergio F.; Senhorini, Jose A.; Marzocchi-Machado, Cleni M.; Urbinati, Elisabeth C.","Aloe vera bathing improved physical and humoral protection in breeding stock after induced spawning in matrinxa (Brycon amazonicus)","FISH & SHELLFISH IMMUNOLOGY","2015.0","10.1016/j.fsi.2015.02.017","Article","UNESP Univ Estadual Paulista, Ctr Aquicultura Unesp, BR-14884900 Jaboticabal, SP, BrazilUNESP Univ Estadual Paulista, Dept Fisiol, Inst Biociencias, BR-18618970 Botucatu, SP, BrazilUNESP Univ Estadual Paulista UNESP, Fac Ciencias Agr & Vet, BR-14884900 Jaboticabal, SP, BrazilUniv Rio Verde FESURV, BR-75901970 Rio Verde, Go, BrazilCtr Nacl Pesquisa & Conservacao Peixes Continenta, BR-13630000 Sao Paulo, BrazilUniv Sao Paulo, Dept Analises Clin Toxicol & Bromatol, Fac Ciencias Farmaceut Ribeirao Preto, BR-14040903 Ribeirao Preto, SP, Brazil","UNESP Univ Estadual Paulista UNESPCtr Nacl Pesquisa & Conservacao Peixes Continenta","Brazil"
"dos Santos, Irailton Prazeros; Nascimento da Silva, Luis Claudio; da Silva, Marcia Vanusa; de Araujo, Janete Magali; Cavalcanti, Marilene da Silva; de Menezes Lima, Vera Lucia","Antibacterial activity of endophytic fungi from leaves of Indigofera suffruticosa Miller (Fabaceae)","FRONTIERS IN MICROBIOLOGY","2015.0","10.3389/fmicb.2015.00350","Article","Univ Fed Pernambuco, Ctr Ciencias Biol, Dept Micol, Recife, PE, BrazilUniv Fed Pernambuco, Ctr Ciencias Biol, Dept Bioquim, Recife, PE, BrazilUniv Fed Pernambuco, Ctr Ciencias Biol, Dept Antibiot, Recife, PE, Brazil",NA,"Brazil"
"Francis Carballo-Arce, Ana; Ta, Chieu Anh Kim; do Nascimento Rocha, Marco Eduardo; Liu, Rui; Harmsen, Irene; Mogg, Christopher D.; Otarola-Rojas, Marco; Garcia, Mario; Sanchez-Vindas, Pablo; Poveda, Luis; Subramaniam, Rajagopal; Smith, Myron L.; Coelho Kaplan, Maria Auxiliadora; Figueiredo, Maria Raquel; Durst, Tony; Arnason, John T.","Antimicrobial activities of Marcgraviaceae species and isolation of a naphthoquinone from Marcgravia nervosa (Marcgraviaceae)","BOTANY","2015.0","10.1139/cjb-2015-0038","Article","Univ Ottawa, Dept Biol, Lab Anal Nat & Synthet Environm Toxins LANSET, Ottawa, ON, CanadaUniv Ottawa, Dept Chem, Ottawa, ON, CanadaUNA, Escuela Quim, Heredia, Costa RicaUniv Fed Rio de Janeiro, Hlth Sci Ctr, Inst Biol, Dept Bot, Rio De Janeiro, RJ, BrazilAgr & Agri Food Canada, Ottawa, ON, CanadaUNA, Herbario Juvenal Valerio Rodriguez, Heredia, Costa RicaCarleton Univ, Dept Biol, Ottawa, ON K1S 5B6, CanadaUniv Fed Rio de Janeiro, Inst Nat Prod Res, Hlth Sci Ctr, Rio De Janeiro, RJ, BrazilFundacao Oswaldo Cruz, Lab Chem Nat Prod, Rio De Janeiro, RJ, Brazil",NA,"Brazil"
"Oliva, M. de las M.; Carezzano, M. E.; Giuliano, M.; Daghero, J.; Zygadlo, J.; Bogino, P.; Giordano, W.; Demo, M.","Antimicrobial activity of essential oils of Thymus vulgaris and Origanum vulgare on phytopathogenic strains isolated from soybean","PLANT BIOLOGY","2015.0","10.1111/plb.12282","Article","Univ Nacl Rio Cuarto, Fac Ciencias Exactas Fcoqcas & Nat, Dept Microbiol & Inmunol, RA-5800 Rio Cuarto, ArgentinaUniv Nacl Rio Cuarto, Fac Ingn, RA-5800 Rio Cuarto, ArgentinaUniv Nacl Cordoba, Fac Ciencias Exactas Fis & Nat, Inst Multidisciplinario Biol Vegetal IMBiV CONICE, RA-5000 Cordoba, ArgentinaUniv Nacl Cordoba, Fac Ciencias Exactas Fis & Nat, Catedra Quim Organ, RA-5000 Cordoba, ArgentinaUniv Nacl Rio Cuarto, Fac Ciencias Exactas Fcoqcas & Nat, Dept Biol Mol, RA-5800 Rio Cuarto, Argentina",NA,"Argentina"
"de Melo, Nathalya Isabel; de Carvalho, Carlos Eduardo; Fracarolli, Leticia; Cunha, Wilson Roberto; Sola Veneziani, Rodrigo Cassio; Gomes Martins, Carlos Henrique; Miller Crotti, Antonio Eduardo","Antimicrobial activity of the essential oil of Tetradenia riparia (Hochst.) Codd. (Lamiaceae) against cariogenic bacteria","BRAZILIAN JOURNAL OF MICROBIOLOGY","2015.0","10.1590/S1517-838246246220140649","Article","Univ Franca, Nucleo Pesquisas Ciencias Exatas & Tecnol, Franca, SP, BrazilUniv Sao Paulo, Fac Filosofia Ciencias & Letras Ribeirao Preto, BR-14040901 Ribeirao Preto, SP, Brazil",NA,"Brazil"
"Cuesta-Rubio, Osmany; Oubada, Ahmad; Bello, Adonis; Maes, Louis; Cos, Paul; Monzote, Lianet","Antimicrobial Assessment of Resins from Calophyllum Antillanum and Calophyllum Inophyllum","PHYTOTHERAPY RESEARCH","2015.0","10.1002/ptr.5506","Article","Tech Univ Machala, Acad Unit Chem Sci & Hlth, Machala, EcuadorUniv Havana, Inst Pharm & Food, Havana, CubaUniv Guayaquil, Guayaquil, EcuadorUniv Antwerp, Fac Pharmaceut Biomed & Vet Sci, Lab Microbiol Parasitol & Hyg, B-2020 Antwerp, BelgiumInst Trop Med Pedro Kouri, Dept Parasitol, Havana, Cuba","Tech Univ MachalaInst Trop Med Pedro Kouri","Ecuador"
"Nascimento, T. L.; Oki, Y.; Lima, D. M. M.; Almeida-Cortez, J. S.; Fernandes, G. Wilson; Souza-Motta, C. M.","Biodiversity of endophytic fungi in different leaf ages of Calotropis procera and their antimicrobial activity","FUNGAL ECOLOGY","2015.0","10.1016/j.funeco.2014.10.004","Article","Micoteca URM Culture Collect, WDCM 604, Recife, PE, BrazilUniv Fed Pernambuco, CCB, Dept Micol, Programa Posgrad Biol Fungos, Recife, PE, BrazilUniv Fed Minas Gerais, ICB, DBG, Ecol Evolut & Biodiversidade, BR-30161970 Belo Horizonte, MG, BrazilUniv Fed Pernambuco, CCB, Dept Bot, Lab Ecol Aplicada & Fitoquim, Recife, PE, BrazilStanford Univ, Dept Biol, Stanford, CA 94305 USA","Micoteca URM Culture Collect","Brazil"
"Andrade, Milene Aparecida; Cardoso, Maria das Graas; Gomes, Marcos de Souza; Oliveira de Azeredo, Camila Maria; Batista, Luis Roberto; Soares, Maurilio Jose; Avelar Rodrigues, Leonardo Milani; Figueiredo, Ana Cristina S.","Biological activity of the essential oils from Cinnamodendron dinisii and Siparuna guianensis","BRAZILIAN JOURNAL OF MICROBIOLOGY","2015.0","10.1590/S1517-838246120130683","Article","Univ Fed Lavras, Dept Quim, BR-37200000 Lavras, MG, BrazilInst Carlos Chagas, Lab Biol Celular, Curitiba, Parana, BrazilUniv Fed Lavras, Dept Ciencia Alimentos, Lavras, MG, BrazilUniv Lisbon, Inst Biotecnol & Bioengn, Fac Ciencias Lisboa, Lisbon, Portugal","Inst Carlos Chagas","Brazil"
"Carrillo-Hormaza, Luis; Mora, Cristina; Alvarez, Rafael; Alzate, Fernando; Osorio, Edison","Chemical composition and antibacterial activity against Enterobacter cloacae of essential oils from Asteraceae species growing in the Paramos of Colombia","INDUSTRIAL CROPS AND PRODUCTS","2015.0","10.1016/j.indcrop.2015.08.047","Article","Univ Antioquia UdeA, Fac Ciencias Farmaceut & Alimentarias, Grp Invest Sustancias Bioact, Medellin, ColombiaUniv Antioquia UdeA, Inst Biol, Grp Estudios Bot, Medellin, Colombia",NA,"Colombia"
"Franca Orlanda, J. F.; Nascimento, A. R.","Chemical composition and antibacterial activity of Ruta graveolens L. (Rutaceae) volatile oils, from Sao Luis, Maranhao, Brazil","SOUTH AFRICAN JOURNAL OF BOTANY","2015.0","10.1016/j.sajb.2015.03.198","Article","Maranhao State Univ UEMA, Dept Biol & Chem, Lab Environm Biotechnol LABITEC, BR-65901480 Imperatriz, MA, BrazilMaranhao State Univ UFMA, Ctr Technol, Dept Chem Technol, BR-65040080 Sao Luis, MA, Brazil","Maranhao State Univ UFMA","Brazil"
"Sales, Debora Lima; Oliveira, Olga Paiva; Santos Cabral, Mario Eduardo; Dias, Diogenes Queiroz; Kerntopf, Marta Regina; Melo Coutinho, Henrique Douglas; Martins Costa, Jose Galberto; Dias Freitas, Francisco Roberto; Ferreira, Felipe Silva; Nobrega Alves, Romulo Romeu; Almeida, Waltecio Oliveira","Chemical identification and evaluation of the antimicrobial activity of fixed oil extracted from Rhinella jimi","PHARMACEUTICAL BIOLOGY","2015.0","10.3109/13880209.2014.911331","Article","Univ Fed Rural Pernambuco, Programa Posgrad Etnobiol & Conservacao Nat, BR-52171900 Recife, PE, BrazilUniv Reg Cariri, Programa Posgrad Bioprospeccao Mol, Crato, CE, BrazilUEPB, Dept Biol, Campina Grande, PB, Brazil",NA,"Brazil"
"Wadt, Nilsa Sumie Yamashita; Okamoto, Marise K. H.; Hi, Edgar Matias Bach; Bach, Erna Elisabeth","Chemical, toxicological, anti-inflammatory and antimicrobial evaluation of Ganoderma lucidum extracts","EMIRATES JOURNAL OF FOOD AND AGRICULTURE","2015.0","10.9755/ejfa.2015.05.309","Article","UNINOVE, Dept Hlth, BR-01156050 Sao Paulo, SP, BrazilUNILUS, Acad Nucleum Expt Biochem NABEX, Sao Paulo, Brazil",NA,"Brazil"
"Santoro, D. O.; Cardoso, A. M.; Coutinho, F. H.; Pinto, L. H.; Vieira, R. P.; Albano, R. M.; Clementino, M. M.","Diversity and antibiotic resistance profiles of Pseudomonads from a hospital wastewater treatment plant","JOURNAL OF APPLIED MICROBIOLOGY","2015.0","10.1111/jam.12936","Article","Fundacao Oswaldo Cruz FIOCRUZ, Inst Nacl Controle Qualidade Saude, BR-21040900 Rio De Janeiro, RJ, BrazilFundacao Ctr Univ Estadual Zona Oeste UEZO, Rio De Janeiro, BrazilUniv Fed Rio de Janeiro, Inst Biol, Rio De Janeiro, BrazilRadboud Univ Nijmegen, Med Ctr, NL-6525 ED Nijmegen, NetherlandsUniv Estado Rio De Janeiro, Inst Biol, Dept Bioquim, Rio De Janeiro, Brazil",NA,"Brazil"
"Perico, Larissa Lucena; Heredia-Vieira, Silvia Cristina; Beserra, Fernando Pereira; dos Santos, Raquel de Cassia; Weiss, Marcio Barczyszyn; Resende, Flavia Aparecida; dos Santos Ramos, Matheus Aparecido; Bonifacio, Bruna Vidal; Bauab, Tais Maria; Varanda, Eliana Aparecida; Fratucci de Gobbi, Juliana Irani; Machado da Rocha, Lucia Regina; Vilegas, Wagner; Hiruma-Lima, Clelia Akiko","Does the gastroprotective action of a medicinal plant ensure healing effects? An integrative study of the biological, effects of Serjania marginata Casar. (Sapindaceae) in rats","JOURNAL OF ETHNOPHARMACOLOGY","2015.0","10.1016/j.jep.2015.06.025","Article","Univ Estadual Paulista UNESP, Dept Fisiol, Inst Biociencias, BR-18618970 Botucatu, SP, BrazilUniv Estadual Paulista UNESP, Fac Ciencias Farmaceut, BR-14800902 Araraquara, SP, BrazilUniv Sao Francisco, Fac Ciencias Med, Unidade Integrada Farmacol & Gastroenterol, BR-12916900 Braganca Paulista, SP, BrazilUniv Estadual Paulista UNESP, Campus Expt Litoral Paulista, BR-11330900 Sao Vicente, SP, Brazil",NA,"Brazil"
"Dias, F. S.; Santos, M. R. R. M.; Schwan, R. F.","Enumeration, identification and safety proprieties of lactic acid bacteria isolated from pork sausage","ARQUIVO BRASILEIRO DE MEDICINA VETERINARIA E ZOOTECNIA","2015.0","10.1590/1678-4162-8119","Article","Univ Fed Vale Sao Francisco, Petrolina, PE, BrazilUniv Fed Lavras, Lavras, MG, Brazil",NA,"Brazil"
